95.140.84.0/22,RU,RU-SPE,Saint Petersburg,,
91.108.41.0/24,RU,RU-SPE,Saint Petersburg,,
95.140.84.0/24,RU,RU-SPE,Saint Petersburg,,
95.140.85.0/24,RU,RU-SPE,Saint Petersburg,,
95.140.86.0/24,RU,RU-SPE,Saint Petersburg,,
95.140.87.0/24,RU,RU-SPE,Saint Petersburg,,
